order_id,date,time,Custom_Time,Name of Week,Weekends?
2549,"Thursday, 12 February 2015",1:06:59 PM,1:00:00 PM,Thursday,Weekdays
2550,"Thursday, 12 February 2015",1:18:54 PM,1:00:00 PM,Thursday,Weekdays
2551,"Thursday, 12 February 2015",1:28:21 PM,1:00:00 PM,Thursday,Weekdays
2956,"Thursday, 19 February 2015",12:33:38 PM,1:00:00 PM,Thursday,Weekdays
2957,"Thursday, 19 February 2015",12:40:31 PM,1:00:00 PM,Thursday,Weekdays
2958,"Thursday, 19 February 2015",12:56:06 PM,1:00:00 PM,Thursday,Weekdays
2959,"Thursday, 19 February 2015",1:01:24 PM,1:00:00 PM,Thursday,Weekdays
2960,"Thursday, 19 February 2015",1:09:03 PM,1:00:00 PM,Thursday,Weekdays
2961,"Thursday, 19 February 2015",1:13:54 PM,1:00:00 PM,Thursday,Weekdays
2962,"Thursday, 19 February 2015",1:18:02 PM,1:00:00 PM,Thursday,Weekdays
2963,"Thursday, 19 February 2015",1:22:56 PM,1:00:00 PM,Thursday,Weekdays
2964,"Thursday, 19 February 2015",1:27:47 PM,1:00:00 PM,Thursday,Weekdays
3353,"Thursday, 26 February 2015",12:39:02 PM,1:00:00 PM,Thursday,Weekdays
3354,"Thursday, 26 February 2015",12:58:00 PM,1:00:00 PM,Thursday,Weekdays
3355,"Thursday, 26 February 2015",1:04:26 PM,1:00:00 PM,Thursday,Weekdays
3356,"Thursday, 26 February 2015",1:06:30 PM,1:00:00 PM,Thursday,Weekdays
3357,"Thursday, 26 February 2015",1:07:13 PM,1:00:00 PM,Thursday,Weekdays
3358,"Thursday, 26 February 2015",1:13:35 PM,1:00:00 PM,Thursday,Weekdays
3359,"Thursday, 26 February 2015",1:25:04 PM,1:00:00 PM,Thursday,Weekdays
3756,"Thursday, 5 March 2015",12:30:24 PM,1:00:00 PM,Thursday,Weekdays
3757,"Thursday, 5 March 2015",12:33:09 PM,1:00:00 PM,Thursday,Weekdays
3758,"Thursday, 5 March 2015",12:34:45 PM,1:00:00 PM,Thursday,Weekdays
3759,"Thursday, 5 March 2015",12:44:29 PM,1:00:00 PM,Thursday,Weekdays
3760,"Thursday, 5 March 2015",12:49:45 PM,1:00:00 PM,Thursday,Weekdays
3761,"Thursday, 5 March 2015",12:52:34 PM,1:00:00 PM,Thursday,Weekdays
3762,"Thursday, 5 March 2015",1:03:52 PM,1:00:00 PM,Thursday,Weekdays
3763,"Thursday, 5 March 2015",1:06:49 PM,1:00:00 PM,Thursday,Weekdays
3764,"Thursday, 5 March 2015",1:06:59 PM,1:00:00 PM,Thursday,Weekdays
3765,"Thursday, 5 March 2015",1:21:27 PM,1:00:00 PM,Thursday,Weekdays
3766,"Thursday, 5 March 2015",1:23:49 PM,1:00:00 PM,Thursday,Weekdays
3767,"Thursday, 5 March 2015",1:26:19 PM,1:00:00 PM,Thursday,Weekdays
3768,"Thursday, 5 March 2015",1:27:04 PM,1:00:00 PM,Thursday,Weekdays
3769,"Thursday, 5 March 2015",1:28:39 PM,1:00:00 PM,Thursday,Weekdays
4185,"Thursday, 12 March 2015",12:34:53 PM,1:00:00 PM,Thursday,Weekdays
4186,"Thursday, 12 March 2015",12:38:05 PM,1:00:00 PM,Thursday,Weekdays
4187,"Thursday, 12 March 2015",12:44:27 PM,1:00:00 PM,Thursday,Weekdays
4188,"Thursday, 12 March 2015",1:03:40 PM,1:00:00 PM,Thursday,Weekdays
4189,"Thursday, 12 March 2015",1:15:42 PM,1:00:00 PM,Thursday,Weekdays
4613,"Thursday, 19 March 2015",12:57:29 PM,1:00:00 PM,Thursday,Weekdays
4614,"Thursday, 19 March 2015",1:02:47 PM,1:00:00 PM,Thursday,Weekdays
4615,"Thursday, 19 March 2015",1:04:55 PM,1:00:00 PM,Thursday,Weekdays
4616,"Thursday, 19 March 2015",1:06:44 PM,1:00:00 PM,Thursday,Weekdays
4617,"Thursday, 19 March 2015",1:14:22 PM,1:00:00 PM,Thursday,Weekdays
4618,"Thursday, 19 March 2015",1:18:06 PM,1:00:00 PM,Thursday,Weekdays
4619,"Thursday, 19 March 2015",1:21:51 PM,1:00:00 PM,Thursday,Weekdays
5007,"Thursday, 26 March 2015",12:38:04 PM,1:00:00 PM,Thursday,Weekdays
5008,"Thursday, 26 March 2015",12:39:34 PM,1:00:00 PM,Thursday,Weekdays
5009,"Thursday, 26 March 2015",12:45:57 PM,1:00:00 PM,Thursday,Weekdays
5010,"Thursday, 26 March 2015",12:48:02 PM,1:00:00 PM,Thursday,Weekdays
5011,"Thursday, 26 March 2015",12:55:44 PM,1:00:00 PM,Thursday,Weekdays
5012,"Thursday, 26 March 2015",1:12:34 PM,1:00:00 PM,Thursday,Weekdays
5013,"Thursday, 26 March 2015",1:14:23 PM,1:00:00 PM,Thursday,Weekdays
5446,"Thursday, 2 April 2015",12:30:18 PM,1:00:00 PM,Thursday,Weekdays
5447,"Thursday, 2 April 2015",12:36:01 PM,1:00:00 PM,Thursday,Weekdays
5448,"Thursday, 2 April 2015",12:41:56 PM,1:00:00 PM,Thursday,Weekdays
5449,"Thursday, 2 April 2015",12:51:18 PM,1:00:00 PM,Thursday,Weekdays
5450,"Thursday, 2 April 2015",12:52:00 PM,1:00:00 PM,Thursday,Weekdays
5451,"Thursday, 2 April 2015",12:57:59 PM,1:00:00 PM,Thursday,Weekdays
5452,"Thursday, 2 April 2015",12:58:32 PM,1:00:00 PM,Thursday,Weekdays
5453,"Thursday, 2 April 2015",12:58:44 PM,1:00:00 PM,Thursday,Weekdays
5454,"Thursday, 2 April 2015",12:59:47 PM,1:00:00 PM,Thursday,Weekdays
5455,"Thursday, 2 April 2015",1:01:17 PM,1:00:00 PM,Thursday,Weekdays
5456,"Thursday, 2 April 2015",1:01:37 PM,1:00:00 PM,Thursday,Weekdays
5457,"Thursday, 2 April 2015",1:08:42 PM,1:00:00 PM,Thursday,Weekdays
5458,"Thursday, 2 April 2015",1:11:16 PM,1:00:00 PM,Thursday,Weekdays
5459,"Thursday, 2 April 2015",1:16:43 PM,1:00:00 PM,Thursday,Weekdays
5460,"Thursday, 2 April 2015",1:27:25 PM,1:00:00 PM,Thursday,Weekdays
5869,"Thursday, 9 April 2015",12:35:29 PM,1:00:00 PM,Thursday,Weekdays
5870,"Thursday, 9 April 2015",12:43:36 PM,1:00:00 PM,Thursday,Weekdays
5871,"Thursday, 9 April 2015",1:04:30 PM,1:00:00 PM,Thursday,Weekdays
5872,"Thursday, 9 April 2015",1:07:26 PM,1:00:00 PM,Thursday,Weekdays
5873,"Thursday, 9 April 2015",1:24:08 PM,1:00:00 PM,Thursday,Weekdays
6276,"Thursday, 16 April 2015",12:30:22 PM,1:00:00 PM,Thursday,Weekdays
6277,"Thursday, 16 April 2015",12:46:53 PM,1:00:00 PM,Thursday,Weekdays
6278,"Thursday, 16 April 2015",12:52:09 PM,1:00:00 PM,Thursday,Weekdays
6279,"Thursday, 16 April 2015",12:52:11 PM,1:00:00 PM,Thursday,Weekdays
6280,"Thursday, 16 April 2015",1:09:55 PM,1:00:00 PM,Thursday,Weekdays
6281,"Thursday, 16 April 2015",1:29:53 PM,1:00:00 PM,Thursday,Weekdays
6699,"Thursday, 23 April 2015",12:38:04 PM,1:00:00 PM,Thursday,Weekdays
6700,"Thursday, 23 April 2015",12:51:44 PM,1:00:00 PM,Thursday,Weekdays
6701,"Thursday, 23 April 2015",12:57:08 PM,1:00:00 PM,Thursday,Weekdays
6702,"Thursday, 23 April 2015",1:06:58 PM,1:00:00 PM,Thursday,Weekdays
6703,"Thursday, 23 April 2015",1:09:01 PM,1:00:00 PM,Thursday,Weekdays
6704,"Thursday, 23 April 2015",1:19:22 PM,1:00:00 PM,Thursday,Weekdays
6705,"Thursday, 23 April 2015",1:22:58 PM,1:00:00 PM,Thursday,Weekdays
6706,"Thursday, 23 April 2015",1:27:55 PM,1:00:00 PM,Thursday,Weekdays
7114,"Thursday, 30 April 2015",12:34:20 PM,1:00:00 PM,Thursday,Weekdays
7115,"Thursday, 30 April 2015",12:37:50 PM,1:00:00 PM,Thursday,Weekdays
7116,"Thursday, 30 April 2015",12:40:05 PM,1:00:00 PM,Thursday,Weekdays
7117,"Thursday, 30 April 2015",12:55:22 PM,1:00:00 PM,Thursday,Weekdays
7118,"Thursday, 30 April 2015",12:55:50 PM,1:00:00 PM,Thursday,Weekdays
7119,"Thursday, 30 April 2015",1:05:01 PM,1:00:00 PM,Thursday,Weekdays
7120,"Thursday, 30 April 2015",1:16:13 PM,1:00:00 PM,Thursday,Weekdays
7121,"Thursday, 30 April 2015",1:17:14 PM,1:00:00 PM,Thursday,Weekdays
7122,"Thursday, 30 April 2015",1:18:00 PM,1:00:00 PM,Thursday,Weekdays
7123,"Thursday, 30 April 2015",1:22:57 PM,1:00:00 PM,Thursday,Weekdays
7124,"Thursday, 30 April 2015",1:24:00 PM,1:00:00 PM,Thursday,Weekdays
7125,"Thursday, 30 April 2015",1:24:18 PM,1:00:00 PM,Thursday,Weekdays
7528,"Thursday, 7 May 2015",12:45:58 PM,1:00:00 PM,Thursday,Weekdays
7529,"Thursday, 7 May 2015",12:45:59 PM,1:00:00 PM,Thursday,Weekdays
7530,"Thursday, 7 May 2015",12:54:11 PM,1:00:00 PM,Thursday,Weekdays
7531,"Thursday, 7 May 2015",1:02:26 PM,1:00:00 PM,Thursday,Weekdays
7532,"Thursday, 7 May 2015",1:10:47 PM,1:00:00 PM,Thursday,Weekdays
7533,"Thursday, 7 May 2015",1:20:39 PM,1:00:00 PM,Thursday,Weekdays
7534,"Thursday, 7 May 2015",1:22:28 PM,1:00:00 PM,Thursday,Weekdays
7535,"Thursday, 7 May 2015",1:22:51 PM,1:00:00 PM,Thursday,Weekdays
7536,"Thursday, 7 May 2015",1:24:49 PM,1:00:00 PM,Thursday,Weekdays
7537,"Thursday, 7 May 2015",1:25:30 PM,1:00:00 PM,Thursday,Weekdays
7538,"Thursday, 7 May 2015",1:27:31 PM,1:00:00 PM,Thursday,Weekdays
7952,"Thursday, 14 May 2015",12:30:21 PM,1:00:00 PM,Thursday,Weekdays
7953,"Thursday, 14 May 2015",12:30:26 PM,1:00:00 PM,Thursday,Weekdays
7954,"Thursday, 14 May 2015",12:31:27 PM,1:00:00 PM,Thursday,Weekdays
7955,"Thursday, 14 May 2015",12:33:15 PM,1:00:00 PM,Thursday,Weekdays
7956,"Thursday, 14 May 2015",12:40:06 PM,1:00:00 PM,Thursday,Weekdays
7957,"Thursday, 14 May 2015",12:40:08 PM,1:00:00 PM,Thursday,Weekdays
7958,"Thursday, 14 May 2015",12:43:48 PM,1:00:00 PM,Thursday,Weekdays
7959,"Thursday, 14 May 2015",12:57:13 PM,1:00:00 PM,Thursday,Weekdays
7960,"Thursday, 14 May 2015",1:00:01 PM,1:00:00 PM,Thursday,Weekdays
7961,"Thursday, 14 May 2015",1:04:17 PM,1:00:00 PM,Thursday,Weekdays
7962,"Thursday, 14 May 2015",1:05:07 PM,1:00:00 PM,Thursday,Weekdays
7963,"Thursday, 14 May 2015",1:05:30 PM,1:00:00 PM,Thursday,Weekdays
7964,"Thursday, 14 May 2015",1:06:22 PM,1:00:00 PM,Thursday,Weekdays
7965,"Thursday, 14 May 2015",1:26:21 PM,1:00:00 PM,Thursday,Weekdays
7966,"Thursday, 14 May 2015",1:28:23 PM,1:00:00 PM,Thursday,Weekdays
8391,"Thursday, 21 May 2015",12:34:40 PM,1:00:00 PM,Thursday,Weekdays
8392,"Thursday, 21 May 2015",12:37:25 PM,1:00:00 PM,Thursday,Weekdays
8393,"Thursday, 21 May 2015",12:50:08 PM,1:00:00 PM,Thursday,Weekdays
8394,"Thursday, 21 May 2015",1:00:08 PM,1:00:00 PM,Thursday,Weekdays
8395,"Thursday, 21 May 2015",1:04:34 PM,1:00:00 PM,Thursday,Weekdays
8396,"Thursday, 21 May 2015",1:09:21 PM,1:00:00 PM,Thursday,Weekdays
8397,"Thursday, 21 May 2015",1:09:40 PM,1:00:00 PM,Thursday,Weekdays
8398,"Thursday, 21 May 2015",1:15:38 PM,1:00:00 PM,Thursday,Weekdays
8399,"Thursday, 21 May 2015",1:23:02 PM,1:00:00 PM,Thursday,Weekdays
8400,"Thursday, 21 May 2015",1:29:23 PM,1:00:00 PM,Thursday,Weekdays
8802,"Thursday, 28 May 2015",12:31:54 PM,1:00:00 PM,Thursday,Weekdays
8803,"Thursday, 28 May 2015",12:44:34 PM,1:00:00 PM,Thursday,Weekdays
8804,"Thursday, 28 May 2015",12:46:27 PM,1:00:00 PM,Thursday,Weekdays
8805,"Thursday, 28 May 2015",12:51:34 PM,1:00:00 PM,Thursday,Weekdays
8806,"Thursday, 28 May 2015",12:58:11 PM,1:00:00 PM,Thursday,Weekdays
8807,"Thursday, 28 May 2015",1:04:19 PM,1:00:00 PM,Thursday,Weekdays
8808,"Thursday, 28 May 2015",1:04:21 PM,1:00:00 PM,Thursday,Weekdays
8809,"Thursday, 28 May 2015",1:06:35 PM,1:00:00 PM,Thursday,Weekdays
9213,"Thursday, 4 June 2015",12:41:23 PM,1:00:00 PM,Thursday,Weekdays
9214,"Thursday, 4 June 2015",12:41:43 PM,1:00:00 PM,Thursday,Weekdays
9215,"Thursday, 4 June 2015",12:41:57 PM,1:00:00 PM,Thursday,Weekdays
9216,"Thursday, 4 June 2015",1:01:28 PM,1:00:00 PM,Thursday,Weekdays
9217,"Thursday, 4 June 2015",1:11:50 PM,1:00:00 PM,Thursday,Weekdays
9218,"Thursday, 4 June 2015",1:12:32 PM,1:00:00 PM,Thursday,Weekdays
9219,"Thursday, 4 June 2015",1:15:06 PM,1:00:00 PM,Thursday,Weekdays
9220,"Thursday, 4 June 2015",1:20:14 PM,1:00:00 PM,Thursday,Weekdays
9221,"Thursday, 4 June 2015",1:26:40 PM,1:00:00 PM,Thursday,Weekdays
9222,"Thursday, 4 June 2015",1:29:46 PM,1:00:00 PM,Thursday,Weekdays
9633,"Thursday, 11 June 2015",12:50:57 PM,1:00:00 PM,Thursday,Weekdays
9634,"Thursday, 11 June 2015",12:52:36 PM,1:00:00 PM,Thursday,Weekdays
9635,"Thursday, 11 June 2015",12:59:19 PM,1:00:00 PM,Thursday,Weekdays
9636,"Thursday, 11 June 2015",1:06:58 PM,1:00:00 PM,Thursday,Weekdays
9637,"Thursday, 11 June 2015",1:11:46 PM,1:00:00 PM,Thursday,Weekdays
9638,"Thursday, 11 June 2015",1:13:03 PM,1:00:00 PM,Thursday,Weekdays
9639,"Thursday, 11 June 2015",1:24:09 PM,1:00:00 PM,Thursday,Weekdays
9640,"Thursday, 11 June 2015",1:24:50 PM,1:00:00 PM,Thursday,Weekdays
9641,"Thursday, 11 June 2015",1:26:40 PM,1:00:00 PM,Thursday,Weekdays
10056,"Thursday, 18 June 2015",12:50:45 PM,1:00:00 PM,Thursday,Weekdays
10057,"Thursday, 18 June 2015",12:51:26 PM,1:00:00 PM,Thursday,Weekdays
10058,"Thursday, 18 June 2015",12:59:37 PM,1:00:00 PM,Thursday,Weekdays
10059,"Thursday, 18 June 2015",1:08:07 PM,1:00:00 PM,Thursday,Weekdays
10060,"Thursday, 18 June 2015",1:09:34 PM,1:00:00 PM,Thursday,Weekdays
10061,"Thursday, 18 June 2015",1:17:01 PM,1:00:00 PM,Thursday,Weekdays
10062,"Thursday, 18 June 2015",1:28:45 PM,1:00:00 PM,Thursday,Weekdays
10458,"Thursday, 25 June 2015",12:32:26 PM,1:00:00 PM,Thursday,Weekdays
10459,"Thursday, 25 June 2015",12:40:26 PM,1:00:00 PM,Thursday,Weekdays
10460,"Thursday, 25 June 2015",12:44:51 PM,1:00:00 PM,Thursday,Weekdays
10461,"Thursday, 25 June 2015",12:49:19 PM,1:00:00 PM,Thursday,Weekdays
10462,"Thursday, 25 June 2015",1:18:06 PM,1:00:00 PM,Thursday,Weekdays
10463,"Thursday, 25 June 2015",1:25:48 PM,1:00:00 PM,Thursday,Weekdays
10877,"Thursday, 2 July 2015",12:35:27 PM,1:00:00 PM,Thursday,Weekdays
10878,"Thursday, 2 July 2015",12:36:44 PM,1:00:00 PM,Thursday,Weekdays
10879,"Thursday, 2 July 2015",12:38:12 PM,1:00:00 PM,Thursday,Weekdays
10880,"Thursday, 2 July 2015",12:40:04 PM,1:00:00 PM,Thursday,Weekdays
10881,"Thursday, 2 July 2015",12:42:46 PM,1:00:00 PM,Thursday,Weekdays
10882,"Thursday, 2 July 2015",1:01:52 PM,1:00:00 PM,Thursday,Weekdays
10883,"Thursday, 2 July 2015",1:06:26 PM,1:00:00 PM,Thursday,Weekdays
10884,"Thursday, 2 July 2015",1:06:40 PM,1:00:00 PM,Thursday,Weekdays
10885,"Thursday, 2 July 2015",1:11:03 PM,1:00:00 PM,Thursday,Weekdays
11352,"Thursday, 9 July 2015",12:30:34 PM,1:00:00 PM,Thursday,Weekdays
11353,"Thursday, 9 July 2015",12:37:12 PM,1:00:00 PM,Thursday,Weekdays
11354,"Thursday, 9 July 2015",12:38:47 PM,1:00:00 PM,Thursday,Weekdays
11355,"Thursday, 9 July 2015",12:42:14 PM,1:00:00 PM,Thursday,Weekdays
11356,"Thursday, 9 July 2015",12:49:07 PM,1:00:00 PM,Thursday,Weekdays
11357,"Thursday, 9 July 2015",1:04:50 PM,1:00:00 PM,Thursday,Weekdays
11358,"Thursday, 9 July 2015",1:08:20 PM,1:00:00 PM,Thursday,Weekdays
11359,"Thursday, 9 July 2015",1:09:09 PM,1:00:00 PM,Thursday,Weekdays
11360,"Thursday, 9 July 2015",1:19:38 PM,1:00:00 PM,Thursday,Weekdays
11764,"Thursday, 16 July 2015",12:39:01 PM,1:00:00 PM,Thursday,Weekdays
11765,"Thursday, 16 July 2015",12:42:51 PM,1:00:00 PM,Thursday,Weekdays
11766,"Thursday, 16 July 2015",12:46:46 PM,1:00:00 PM,Thursday,Weekdays
11767,"Thursday, 16 July 2015",12:59:05 PM,1:00:00 PM,Thursday,Weekdays
11768,"Thursday, 16 July 2015",1:06:03 PM,1:00:00 PM,Thursday,Weekdays
11769,"Thursday, 16 July 2015",1:22:39 PM,1:00:00 PM,Thursday,Weekdays
12188,"Thursday, 23 July 2015",12:37:16 PM,1:00:00 PM,Thursday,Weekdays
12189,"Thursday, 23 July 2015",12:38:47 PM,1:00:00 PM,Thursday,Weekdays
12190,"Thursday, 23 July 2015",12:40:58 PM,1:00:00 PM,Thursday,Weekdays
12191,"Thursday, 23 July 2015",12:50:04 PM,1:00:00 PM,Thursday,Weekdays
12192,"Thursday, 23 July 2015",1:00:36 PM,1:00:00 PM,Thursday,Weekdays
12193,"Thursday, 23 July 2015",1:10:07 PM,1:00:00 PM,Thursday,Weekdays
12194,"Thursday, 23 July 2015",1:29:55 PM,1:00:00 PM,Thursday,Weekdays
12606,"Thursday, 30 July 2015",12:35:01 PM,1:00:00 PM,Thursday,Weekdays
12607,"Thursday, 30 July 2015",12:40:15 PM,1:00:00 PM,Thursday,Weekdays
12608,"Thursday, 30 July 2015",12:53:11 PM,1:00:00 PM,Thursday,Weekdays
12609,"Thursday, 30 July 2015",12:55:37 PM,1:00:00 PM,Thursday,Weekdays
12610,"Thursday, 30 July 2015",1:00:17 PM,1:00:00 PM,Thursday,Weekdays
12611,"Thursday, 30 July 2015",1:03:59 PM,1:00:00 PM,Thursday,Weekdays
12612,"Thursday, 30 July 2015",1:08:48 PM,1:00:00 PM,Thursday,Weekdays
12613,"Thursday, 30 July 2015",1:10:05 PM,1:00:00 PM,Thursday,Weekdays
12614,"Thursday, 30 July 2015",1:12:42 PM,1:00:00 PM,Thursday,Weekdays
12615,"Thursday, 30 July 2015",1:14:07 PM,1:00:00 PM,Thursday,Weekdays
12616,"Thursday, 30 July 2015",1:27:05 PM,1:00:00 PM,Thursday,Weekdays
13040,"Thursday, 6 August 2015",12:35:01 PM,1:00:00 PM,Thursday,Weekdays
13041,"Thursday, 6 August 2015",12:41:47 PM,1:00:00 PM,Thursday,Weekdays
13042,"Thursday, 6 August 2015",12:43:59 PM,1:00:00 PM,Thursday,Weekdays
13043,"Thursday, 6 August 2015",12:59:47 PM,1:00:00 PM,Thursday,Weekdays
13044,"Thursday, 6 August 2015",1:10:31 PM,1:00:00 PM,Thursday,Weekdays
13045,"Thursday, 6 August 2015",1:11:15 PM,1:00:00 PM,Thursday,Weekdays
13046,"Thursday, 6 August 2015",1:17:45 PM,1:00:00 PM,Thursday,Weekdays
13047,"Thursday, 6 August 2015",1:20:49 PM,1:00:00 PM,Thursday,Weekdays
13048,"Thursday, 6 August 2015",1:22:31 PM,1:00:00 PM,Thursday,Weekdays
13049,"Thursday, 6 August 2015",1:27:50 PM,1:00:00 PM,Thursday,Weekdays
13466,"Thursday, 13 August 2015",12:36:45 PM,1:00:00 PM,Thursday,Weekdays
13467,"Thursday, 13 August 2015",12:49:36 PM,1:00:00 PM,Thursday,Weekdays
13468,"Thursday, 13 August 2015",12:50:51 PM,1:00:00 PM,Thursday,Weekdays
13469,"Thursday, 13 August 2015",12:56:37 PM,1:00:00 PM,Thursday,Weekdays
13470,"Thursday, 13 August 2015",12:57:28 PM,1:00:00 PM,Thursday,Weekdays
13471,"Thursday, 13 August 2015",1:11:08 PM,1:00:00 PM,Thursday,Weekdays
13472,"Thursday, 13 August 2015",1:18:52 PM,1:00:00 PM,Thursday,Weekdays
13473,"Thursday, 13 August 2015",1:23:13 PM,1:00:00 PM,Thursday,Weekdays
13474,"Thursday, 13 August 2015",1:26:13 PM,1:00:00 PM,Thursday,Weekdays
13475,"Thursday, 13 August 2015",1:27:35 PM,1:00:00 PM,Thursday,Weekdays
13899,"Thursday, 20 August 2015",1:24:25 PM,1:00:00 PM,Thursday,Weekdays
14298,"Thursday, 27 August 2015",12:31:10 PM,1:00:00 PM,Thursday,Weekdays
